Time,Request Time,Computation Time
2023-11-08T11:47:57,9.682186603546143,9.658395188991562
2023-11-08T11:48:07,8.95662260055542,8.941077858005883
2023-11-08T11:48:17,8.497483730316162,8.480441538995365
2023-11-08T11:48:26,8.508849382400513,8.480698630999541
2023-11-08T11:48:36,8.993745565414429,8.97483710499364
2023-11-08T11:48:46,8.504697799682617,8.482849739986705
2023-11-08T11:48:56,9.001914024353027,8.982311547006248
2023-11-08T11:49:06,8.976481676101685,8.959132477000821
2023-11-08T11:49:15,8.498988389968872,8.48033042300085
2023-11-08T11:49:25,8.500667333602905,8.48198434599908
2023-11-08T11:49:35,9.092112302780151,9.061736734001897
2023-11-08T11:49:44,8.502281904220581,8.484141608001664
2023-11-08T11:49:54,8.996827840805054,8.980280892996234
2023-11-08T11:50:04,9.033792972564697,9.017945301995496
2023-11-08T11:50:14,8.54382872581482,8.523487097001635
2023-11-08T11:50:23,8.501657724380493,8.484693136997521
2023-11-08T11:50:33,8.908924102783203,8.892029818991432
2023-11-08T11:50:43,8.515254974365234,8.4793226269976
2023-11-08T11:50:52,8.515673398971558,8.495127247006167
2023-11-08T11:51:02,8.991175413131714,8.971907112005283
2023-11-08T11:51:12,8.502664566040039,8.480443886001012
2023-11-08T11:51:21,8.514013290405273,8.493828144986765
2023-11-08T11:51:31,8.994842290878296,8.976841841998976
2023-11-08T11:51:41,8.984074115753174,8.965393057995243
2023-11-08T11:51:51,8.510882139205933,8.476654197002063
2023-11-08T11:52:00,8.508490085601807,8.490144392009825
2023-11-08T11:52:10,8.967477798461914,8.950276376999682
2023-11-08T11:52:20,8.923704385757446,8.906040027010022
2023-11-08T11:52:30,8.516252756118774,8.497692220000317
2023-11-08T11:52:39,8.502670288085938,8.48438279700349
2023-11-08T11:52:49,9.062582015991211,9.045547094996436
2023-11-08T11:52:59,9.089999914169312,9.058557298005326
2023-11-08T11:53:09,8.501353979110718,8.481764961004956
2023-11-08T11:53:19,9.097152709960938,9.079723974005901
2023-11-08T11:53:29,9.03594708442688,9.0156643740047
2023-11-08T11:53:38,8.505867958068848,8.488762915003463
2023-11-08T11:53:48,8.968935251235962,8.949652773007983
2023-11-08T11:53:58,9.001085042953491,8.985259870998561
2023-11-08T11:54:09,9.167471408843994,9.131519303002278
2023-11-08T11:54:18,8.498740196228027,8.482461821986362
2023-11-08T11:54:28,8.502216577529907,8.48501388799923
2023-11-08T11:54:37,8.496971368789673,8.48064211300516
2023-11-08T11:54:47,9.024931907653809,9.005546667001909
2023-11-08T11:54:57,8.494128465652466,8.477344929997344
2023-11-08T11:55:07,9.121809482574463,9.105802240999765
2023-11-08T11:55:16,8.523054361343384,8.487044241002877
2023-11-08T11:55:26,8.50413465499878,8.48587944600149
2023-11-08T11:55:35,8.507978200912476,8.484480964994873
2023-11-08T11:55:45,9.050026416778564,9.030519523992552
2023-11-08T11:55:55,8.501401424407959,8.48365471199213
2023-11-08T11:56:05,9.08597183227539,9.063576239001122
2023-11-08T11:56:14,8.5072500705719,8.488249255009578
2023-11-08T11:56:24,8.513608694076538,8.488333417990361
2023-11-08T11:56:34,8.98763394355774,8.97012715699384
2023-11-08T11:56:44,8.992762327194214,8.971795460005524
2023-11-08T11:56:54,9.092674970626831,9.076240795009653
2023-11-08T11:57:04,9.021825790405273,9.002745455989498
2023-11-08T11:57:13,8.513086318969727,8.491808539998601
2023-11-08T11:57:23,8.97918152809143,8.961338100998546
2023-11-08T11:57:33,8.979540824890137,8.953592844001832
2023-11-08T11:57:43,8.51942229270935,8.500381691002985
2023-11-08T11:57:52,8.513826131820679,8.494933078007307
2023-11-08T11:58:03,9.06797194480896,9.049249353003688
2023-11-08T11:58:12,8.523699283599854,8.501437002007151
2023-11-08T11:58:22,8.991050243377686,8.972492136992514
2023-11-08T11:58:32,9.099191665649414,9.077772275006282
2023-11-08T11:58:42,8.987236261367798,8.951682255996275
2023-11-08T11:58:52,8.511767864227295,8.493006025993964
2023-11-08T11:59:02,9.100096225738525,9.083564437009045
2023-11-08T11:59:11,8.503774881362915,8.485834842998884
2023-11-08T11:59:21,8.50909972190857,8.491395523000392
2023-11-08T11:59:30,8.496345043182373,8.480083886999637
2023-11-08T11:59:40,8.494056463241577,8.477566779998597
2023-11-08T11:59:50,9.078956842422485,9.042752141001984
2023-11-08T12:00:00,9.091923952102661,9.072937858989462
2023-11-08T12:00:10,9.113863229751587,9.093996445997618
2023-11-08T12:00:20,8.510950326919556,8.480274995003128
2023-11-08T12:00:30,9.064224243164062,9.04309533200285
2023-11-08T12:00:39,8.499390602111816,8.4790084999986
2023-11-08T12:00:49,9.099015474319458,9.080262425006367
2023-11-08T12:00:59,8.561430215835571,8.52575882000383
2023-11-08T12:01:08,8.490465879440308,8.470584137001424
2023-11-08T12:01:18,8.496966361999512,8.479966387007153
2023-11-08T12:01:27,8.502255916595459,8.482056906999787
2023-11-08T12:01:37,8.493067502975464,8.475847270994564
2023-11-08T12:01:46,8.496440887451172,8.480087902004016
2023-11-08T12:01:56,8.506176471710205,8.488232945994241
2023-11-08T12:02:06,8.951669692993164,8.926369185006479
2023-11-08T12:02:16,8.93431830406189,8.913730644999305
2023-11-08T12:02:25,8.515895366668701,8.496784285991453
